"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","OD1","REM","EQD"
"36870099999","2019-08-22T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0291,1","+0056,1","10037,1",,,,"9,1,02,1","8,1,02,1","04,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,09132,1","3,1,011,1,+999,9","91,1",,"SYN07036870 41597 50000 10291 20056 39132 40037 53011 79198 84970 555 10030=",
"36870099999","2019-08-22T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0220,1","+0127,1","10101,1","00,0000,9,1",,,"9,1,02,1","2,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0327,1","99999,9,09171,1","2,1,024,1,+999,9","02,1",,"SYN07636870 119// 60000 10220 20127 39171 40101 52024 69900 70292 80001 333 10327=","Q01  00002PRCP00Q02    003SCCGA1"
"36870099999","2019-08-22T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0194,1","+0111,1","10106,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09167,1","8,1,004,1,+999,9",,,"SYN05436870 429// 80000 10194 20111 39167 40106 58004 80001=","Q01    003SCCGA1"
"36870099999","2019-08-23T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0166,1","+0109,1","10117,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09169,1","3,1,002,1,+999,9",,"3,99,0050,1,999","SYN06836870 42997 00000 10166 20109 39169 40117 53002 333 91105 555 11015=",
"36870099999","2019-08-23T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0194,1","+0117,1","10110,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09171,1","2,1,002,1,+999,9",,,"SYN08636870 32998 10000 10194 20117 39171 40110 52002 80001 333 55086 555 20164 30013 7990/=","Q01    003SCCGA1"
"36870099999","2019-08-23T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","030,1,N,0020,1","22000,1,9,N","010000,1,9,9","+0238,1","+0121,1","10096,1",,,,,,"01,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,01250,1,99,9,99,9",,"240,N,+0164,1","99999,9,09172,1","2,1,001,1,+999,9",,,"SYN06436870 32697 10302 10238 20121 39172 40096 52001 81200 333 20164=",
"36870099999","2019-08-23T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0234,1","+0100,1","10101,1",,,,"1,1,02,1","1,1,02,1","03,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,09175,1","2,1,003,1,+999,9","04,1",,"SYN06036870 41596 50501 10234 20100 39175 40101 52003 70411 83930=",
"36870099999","2019-08-23T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0236,1","+0116,1","10104,1",,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"99999,9,09179,1","2,1,004,1,+999,9",,,"SYN06436870 42597 80000 10236 20116 39179 40104 52004 8693/ 555 10029=",
"36870099999","2019-08-23T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0168,1","+0136,1","10137,1","00,0020,3,1",,,"9,1,02,1","8,1,02,1","99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0254,1","99999,9,09188,1","8,1,028,1,+999,9","02,1",,"SYN07636870 119// 60000 10168 20136 39188 40137 58028 60020 70298 80001 333 10254=","Q01    003SCCGA1"
"36870099999","2019-08-23T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0166,1","+0113,1","10137,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09187,1","7,1,001,1,+999,9",,,"SYN05436870 429// 50000 10166 20113 39187 40137 57001 80001=","Q01    003SCCGA1"
"36870099999","2019-08-24T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0162,1","+0114,1","10146,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09194,1","3,1,007,1,+999,9",,"3,99,0050,1,999","SYN07436870 42597 80000 10162 20114 39194 40146 53007 82901 333 91105 555 11014=",
"36870099999","2019-08-24T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","160,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0234,1","+0109,1","10143,1","00,0020,3,1",,,,,"02,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,01250,1,99,9,99,9",,"240,N,+0161,1","99999,9,09213,1","2,1,003,1,+999,9",,,"SYN07036870 12697 41601 10234 20109 39213 40143 52003 60020 82231 333 20161=",
"36870099999","2019-08-24T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0251,1","+0112,1","10129,1",,,,,,"02,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09205,1","8,1,008,1,+999,9",,,"SYN05436870 42697 60000 10251 20112 39205 40129 58008 82231=",
"36870099999","2019-08-24T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0245,1","+0124,1","10134,1",,,,,,"03,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,01250,1,99,9,99,9",,,"99999,9,09209,1","3,1,004,1,+999,9",,,"SYN06436870 42697 80000 10245 20124 39209 40134 53004 83231 555 10027=",
"36870099999","2019-08-24T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0201,1","+0122,1","10163,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,+0251,1","99999,9,09221,1","2,1,012,1,+999,9",,,"SYN06436870 329// 80000 10201 20122 39221 40163 52012 80001 333 10251=","Q01    003SCCGA1"
"36870099999","2019-08-24T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0179,1","+0107,1","10166,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0251,1","99999,9,09217,1","8,1,004,1,+999,9",,,"SYN05836870 329// 00000 10179 20107 39217 40166 58004 333 10251=",
"36870099999","2019-08-24T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0170,1","+0090,1","10156,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09204,1","7,1,013,1,+999,9",,,"SYN04836870 429// 00000 10170 20090 39204 40156 57013=",
"36870099999","2019-08-25T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0160,1","+0091,1","10157,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09203,1","7,1,001,1,+999,9",,"3,99,0030,1,999","SYN06836870 42997 00000 10160 20091 39203 40157 57001 333 91103 555 10013=",
"36870099999","2019-08-25T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0200,1","+0088,1","10148,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09206,1","3,1,003,1,+999,9",,,"SYN08036870 32998 00000 10200 20088 39206 40148 53003 333 55076 555 20146 31012 7000/=",
"36870099999","2019-08-25T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","210,1,N,0030,1","99999,9,9,N","020000,1,9,9","+0254,1","+0101,1","10121,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,N,+0146,1","99999,9,09199,1","8,1,007,1,+999,9",,,"SYN05836870 32998 02103 10254 20101 39199 40121 58007 333 20146=",
"36870099999","2019-08-25T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","310,1,N,0020,1","22000,1,9,N","020000,1,9,9","+0269,1","+0118,1","10103,1",,,,,,"02,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09187,1","7,1,012,1,+999,9",,,"SYN05436870 42698 23102 10269 20118 39187 40103 57012 82200=",
"36870099999","2019-08-25T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","22000,1,9,N","020000,1,9,9","+0263,1","+0088,1","10097,1",,,,,,"02,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09179,1","7,1,008,1,+999,9",,,"SYN06436870 42698 20401 10263 20088 39179 40097 57008 82200 555 10030=",
"36870099999","2019-08-25T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0220,1","+0135,1","10119,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0277,1","99999,9,09188,1","3,1,009,1,+999,9",,,"SYN05836870 329// 00000 10220 20135 39188 40119 53009 333 10277=",
"36870099999","2019-08-25T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0196,1","+0105,1","10110,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0277,1","99999,9,09172,1","8,1,016,1,+999,9",,,"SYN05836870 329// 00000 10196 20105 39172 40110 58016 333 10277=",
"36870099999","2019-08-25T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0180,1","+0094,1","10102,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09159,1","7,1,013,1,+999,9",,,"SYN04836870 429// 00000 10180 20094 39159 40102 57013=",
"36870099999","2019-08-26T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0168,1","+0077,1","10108,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09160,1","3,1,001,1,+999,9",,"3,99,0040,1,999","SYN06836870 42997 02301 10168 20077 39160 40108 53001 333 91104 555 11013=",
"36870099999","2019-08-26T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0220,1","+0119,1","10088,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09159,1","8,1,001,1,+999,9",,,"SYN08036870 32998 00000 10220 20119 39159 40088 58001 333 55097 555 20167 30013 7000/=",
"36870099999","2019-08-26T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0285,1","+0109,1","10062,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,N,+0167,1","99999,9,09154,1","7,1,005,1,+999,9",,,"SYN05836870 32998 00000 10285 20109 39154 40062 57005 333 20167=",
"36870099999","2019-08-26T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","130,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0307,1","+0126,1","10046,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09147,1","7,1,007,1,+999,9",,,"SYN04836870 42998 01301 10307 20126 39147 40046 57007=",
"36870099999","2019-08-26T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0296,1","+0140,1","10049,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09146,1","7,1,001,1,+999,9",,,"SYN05836870 42998 00000 10296 20140 39146 40049 57001 555 10033=",
"36870099999","2019-08-26T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0258,1","+0131,1","10070,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0314,1","99999,9,09154,1","3,1,008,1,+999,9",,,"SYN05836870 329// 00000 10258 20131 39154 40070 53008 333 10314=",
"36870099999","2019-08-26T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","170,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0250,1","+0088,1","10069,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0314,1","99999,9,09150,1","8,1,004,1,+999,9",,,"SYN05836870 329// 01701 10250 20088 39150 40069 58004 333 10314=",
"36870099999","2019-08-26T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0240,1","+0073,1","10071,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09148,1","7,1,002,1,+999,9",,,"SYN04836870 429// 00000 10240 20073 39148 40071 57002=",
"36870099999","2019-08-27T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0230,1","+0078,1","10075,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,09149,1","3,1,001,1,+999,9",,"3,99,0030,1,999","SYN07436870 42597 60000 10230 20078 39149 40075 53001 84901 333 91103 555 10017=",
"36870099999","2019-08-27T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0245,1","+0146,1","10082,1",,,,,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"99999,9,09162,1","2,1,013,1,+999,9",,,"SYN08636870 32598 80000 10245 20146 39162 40082 52013 85971 333 55096 555 20225 30017 7000/=",
"36870099999","2019-08-27T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0314,1","+0046,1","10060,1",,,,,,"01,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,01250,1,99,9,99,9",,"240,N,+0225,1","99999,9,09159,1","8,1,003,1,+999,9",,,"SYN06436870 32698 30000 10314 20046 39159 40060 58003 81231 333 20225=",
"36870099999","2019-08-27T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0322,1","+0065,1","10052,1",,,,,,"01,1,+01250,1,08,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,01250,1,99,9,99,9",,,"99999,9,09154,1","7,1,005,1,+999,9",,,"SYN05436870 42697 22001 10322 20065 39154 40052 57005 81280=",
"36870099999","2019-08-27T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","030,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0305,1","+0074,1","10059,1",,,,,,"02,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09156,1","3,1,002,1,+999,9",,,"SYN06436870 42697 20301 10305 20074 39156 40059 53002 82200 555 10033=",
"36870099999","2019-08-27T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","130,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0267,1","+0094,1","10080,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0325,1","99999,9,09165,1","2,1,009,1,+999,9",,,"SYN05836870 329// 01301 10267 20094 39165 40080 52009 333 10325=",
"36870099999","2019-08-27T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0239,1","+0084,1","10089,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0325,1","99999,9,09165,1","4,1,000,1,+999,9",,,"SYN05836870 329// 00000 10239 20084 39165 40089 54000 333 10325=",
"36870099999","2019-08-27T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0234,1","+0076,1","10085,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09159,1","8,1,006,1,+999,9",,,"SYN04836870 429// 00000 10234 20076 39159 40085 58006=",
"36870099999","2019-08-28T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0204,1","+0085,1","10096,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09161,1","3,1,002,1,+999,9",,"3,99,0040,1,999","SYN06836870 42997 00000 10204 20085 39161 40096 53002 333 91104 555 10016=",
"36870099999","2019-08-28T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0242,1","+0120,1","10085,1",,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09163,1","2,1,002,1,+999,9",,,"SYN08636870 32998 20000 10242 20120 39163 40085 52002 82040 333 55076 555 20202 30016 7000/=",
"36870099999","2019-08-28T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0312,1","+0089,1","10060,1",,,,,,"02,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9",,"240,N,+0202,1","99999,9,09159,1","8,1,004,1,+999,9",,,"SYN06436870 32698 20000 10312 20089 39159 40060 58004 82200 333 20202=",
"36870099999","2019-08-28T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","030,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0332,1","+0069,1","10040,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09146,1","7,1,013,1,+999,9",,,"SYN05436870 42597 30301 10332 20069 39146 40040 57013 82931=",
"36870099999","2019-08-28T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0313,1","+0099,1","10041,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09143,1","7,1,003,1,+999,9",,,"SYN06436870 42598 30000 10313 20099 39143 40041 57003 82901 555 10035=",
"36870099999","2019-08-28T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","020,1,N,0010,1","22000,1,9,N","999999,9,9,9","+0271,1","+0088,1","10060,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,"240,M,+0333,1","99999,9,09147,1","3,1,004,1,+999,9",,,"SYN06436870 325// 40201 10271 20088 39147 40060 53004 82941 333 10333=",
"36870099999","2019-08-28T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","999999,9,9,9","+0258,1","+0080,1","10058,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,"120,M,+0333,1","99999,9,09142,1","8,1,005,1,+999,9",,,"SYN06436870 325// 40000 10258 20080 39142 40058 58005 82941 333 10333=",
"36870099999","2019-08-28T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","999999,9,9,9","+0222,1","+0079,1","10062,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09135,1","7,1,007,1,+999,9",,,"SYN05436870 425// 30000 10222 20079 39135 40062 57007 82901=",
"36870099999","2019-08-29T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","020,1,N,0020,1","22000,1,9,N","010000,1,9,9","+0220,1","+0085,1","10063,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09135,1","4,1,000,1,+999,9",,,"SYN06436870 42597 40202 10220 20085 39135 40063 54000 82941 555 10///=",
"36870099999","2019-08-29T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0264,1","+0111,1","10056,1",,,,,,"04,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,09143,1","3,1,008,1,+999,9",,,"SYN08636870 32598 60000 10264 20111 39143 40056 53008 84981 333 55098 555 20217 30016 7000/=",
"36870099999","2019-08-29T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0319,1","+0085,1","10041,1",,,,,,"01,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,01250,1,99,9,99,9",,"240,N,+0217,1","99999,9,09144,1","2,1,001,1,+999,9",,,"SYN06436870 32698 10000 10319 20085 39144 40041 52001 81200 333 20217=",
"36870099999","2019-08-29T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0338,1","+0080,1","10024,1",,,,,,"01,1,+01250,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,01250,1,99,9,99,9",,,"99999,9,09134,1","8,1,010,1,+999,9",,,"SYN05436870 42698 20000 10338 20080 39134 40024 58010 81201=",
"36870099999","2019-08-29T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0319,1","+0109,1","10025,1",,,,,,"01,1,+01250,1,08,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,01250,1,99,9,99,9",,,"99999,9,09130,1","7,1,004,1,+999,9",,,"SYN06436870 42698 20000 10319 20109 39130 40025 57004 81203 555 10035=",
"36870099999","2019-08-29T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0272,1","+0101,1","10057,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0342,1","99999,9,09146,1","3,1,016,1,+999,9",,,"SYN05836870 329// 01101 10272 20101 39146 40057 53016 333 10342=",
"36870099999","2019-08-29T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","999999,9,9,9","+0244,1","+0105,1","10076,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0342,1","99999,9,09154,1","2,1,008,1,+999,9",,,"SYN06436870 329// 20000 10244 20105 39154 40076 52008 80003 333 10342=","Q01    003SCCGA1"
"36870099999","2019-08-29T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0230,1","+0083,1","10065,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09140,1","8,1,014,1,+999,9",,,"SYN04836870 429// 00000 10230 20083 39140 40065 58014=",
